search URL:,https://patents.google.com/?q=%28logistics+automation+inventory+management+distribution+system+freight+management+warehousing+supply+chain+or+transportation%29&page=1&oq=logistics+or+automation+or+inventory+management+or+distribution+system+or+freight+management+or+warehousing+or+supply+chain+or+transportation
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2020089211-A1,Methods for self-organizing data collection and storage ,"Strong Force Iot Portfolio 2016, Llc","Charles Howard Cella, Gerald William Duffy, JR., Jeffrey P. McGuckin, Mehul Desai",2017-08-02,2019-11-21,2020-03-19,,https://patents.google.com/patent/US20200089211A1/en,https://patentimages.storage.googleapis.com/b6/97/16/e35b1b67f8af4f/US20200089211A1-20200319-D00000.png
US-11625381-B2,Recreating an OLTP table and reapplying database transactions for real-time analytics ,Oracle International Corporation,"Sandeep Bishnoi, Prabhu Thukkaram, Iuliia Shmeleva, Dmitrii Markovskii, Vitaly Vitalievich Bychkov, Gyorgy Geiszter",2017-09-29,2021-04-23,2023-04-11,2023-04-11,https://patents.google.com/patent/US11625381B2/en,https://patentimages.storage.googleapis.com/80/74/32/5851c9f9d57cff/US11625381-20230411-D00000.png
EP-3609814-B1,Order-picking system ,Exotec Solutions,"Romain Moulin, Renaud Heitz",2017-04-12,2018-04-09,2020-12-30,2020-12-30,https://patents.google.com/patent/EP3609814B1/en,https://patentimages.storage.googleapis.com/5c/9b/dc/878eb07e87c12a/imgf0001.png
US-2021287459-A1,Digital twin systems and methods for transportation systems ,"Strong Force Intellectual Capital, Llc","Charles Howard Cella, Andrew Cardno",2018-09-30,2021-05-28,2021-09-16,,https://patents.google.com/patent/US20210287459A1/en,https://patentimages.storage.googleapis.com/d7/03/af/63411798782d22/US20210287459A1-20210916-D00000.png
US-9798996-B2,System and method for generating commodity flow information ,"Cargometrics Technologies, Llc","Scott G. Borgerson, G. Rockford Weitz, Douglas A. Raymond",2008-06-27,2016-07-01,2017-10-24,2017-10-24,https://patents.google.com/patent/US9798996B2/en,https://patentimages.storage.googleapis.com/51/54/57/f68b138586492c/US09798996-20171024-D00000.png
US-11888675-B2,"Systems, devices, and methods for internet of things integrated automation and control architectures ",Metafyre Inc.,"Vincenzo Lombardi, Franco Petrucci",2019-01-11,2022-02-07,2024-01-30,2024-01-30,https://patents.google.com/patent/US11888675B2/en,https://patentimages.storage.googleapis.com/61/b0/7d/2d0829324e9e13/US11888675-20240130-D00000.png
CN-103337216-B,A kind of machine photoelectricity gas-liquid integral flexible production comprehensive training system ,江苏汇博机器人技术股份有限公司,"王振华, 杨清义, 王晓强",2013-04-28,2013-04-28,2016-12-28,2016-12-28,https://patents.google.com/patent/CN103337216B/en,
WO-2024073505-A1,"System, method, and apparatus for supply chain management ","Parkoursc, Inc.","Alok Bhanot, Munimohanreddy PATHAKOTA",2022-09-27,2023-09-27,2024-04-04,,https://patents.google.com/patent/WO2024073505A1/en,
TW-I792250-B,Apparatus and computer-implemented method of route planning for package pickup and delivery ,南韓商韓領有限公司,"莫文婷, 岑園園",2019-03-01,2020-02-20,2023-02-11,2023-02-11,https://patents.google.com/patent/TWI792250B/en,https://patentimages.storage.googleapis.com/c4/e1/27/e3bc9ca40393a8/110112024-A0304-14-0001-1.png
US-10877467-B2,Structured server access for manufactured product based on scanning of encoded images ,"Micron Technology, Inc.",Giuseppe Principato,2019-05-09,2019-05-09,2020-12-29,2020-12-29,https://patents.google.com/patent/US10877467B2/en,https://patentimages.storage.googleapis.com/a5/14/a4/f0ffb30e729805/US10877467-20201229-D00000.png
US-11288280-B2,"Systems, methods, and apparatuses for implementing consumer data validation, matching, and merging across tenants with optional verification prompts utilizing blockchain ","Salesforce.Com, Inc.","Prithvi Krishnan Padmanabhan, Lik Mui",2018-10-31,2019-11-14,2022-03-29,2022-03-29,https://patents.google.com/patent/US11288280B2/en,https://patentimages.storage.googleapis.com/22/33/0f/6b6ee77a87766b/US11288280-20220329-D00000.png
US-8977693-B2,Browser based application development framework ,"Mindware, Inc.",Soma Gidugu,2010-04-27,2011-04-27,2015-03-10,2015-03-10,https://patents.google.com/patent/US8977693B2/en,https://patentimages.storage.googleapis.com/8f/22/7b/e712b4ff8ed5b1/US08977693-20150310-D00000.png
WO-2019138836-A1,"Information processing device, information processing system, information processing method, and program ",キヤノン株式会社,"鈴木　雅博, 誠 冨岡, 小林　俊広, 片山　昭宏, 藤木　真和, 小林　一彦, 小竹　大輔, 修一 三瓶, 智行 上野, 知弥子 中島, 聡美 永島",2018-01-12,2018-12-20,2019-07-18,,https://patents.google.com/patent/WO2019138836A1/en,https://patentimages.storage.googleapis.com/a0/55/dd/293f79b3386e05/JPOXMLDOC01-appb-D000001.png
US-11100153-B2,Dynamic process model optimization in domains ,"Zuora, Inc.","Sudipto Shankar Dasgupta, Michael Reh",2019-02-12,2020-05-28,2021-08-24,2021-08-24,https://patents.google.com/patent/US11100153B2/en,https://patentimages.storage.googleapis.com/9d/9a/5c/d1338638388d54/US11100153-20210824-D00000.png
US-10489739-B2,System and method for object shipping automation ,"Simpler Postage, Inc.","Jarrett Streebin, Paul Vinuelas, Sawyer Bateman",2013-09-18,2017-02-09,2019-11-26,2019-11-26,https://patents.google.com/patent/US10489739B2/en,https://patentimages.storage.googleapis.com/10/3b/c0/ea01d2e4d06d1c/US10489739-20191126-D00000.png
US-2022197255-A1,Methods and systems for the industrial internet of things ,"Strong Force Iot Portfolio 2016, Llc","Charles Howard Cella, Mehul Desai, Gerald William Duffy, JR., Jeffrey P. McGuckin, Tracey Ho, John Segui, Steven Blumenthal, Chun Meng",2016-05-09,2022-03-11,2022-06-23,,https://patents.google.com/patent/US20220197255A1/en,https://patentimages.storage.googleapis.com/59/bf/b1/1d97e309ff6eab/US20220197255A1-20220623-D00000.png
TW-I792873-B,Computer-implemented system and computer-implemented method for optimizing sorting and loading of packages ,南韓商韓領有限公司,"莫文婷, 裕錫 金, 李善承, 楊森, 李紅遠, 朴昌權",2019-02-15,2020-02-14,2023-02-11,2023-02-11,https://patents.google.com/patent/TWI792873B/en,https://patentimages.storage.googleapis.com/ff/55/c1/814afb50722127/111102203-A0304-14-0001-1.png
US-2023176550-A1,"Quantum, biological, computer vision, and neural network systems for industrial internet of things ","Strong Force Iot Portfolio 2016, Llc","Charles H. Cella, Gerald William Duffy, JR., Jeffrey P. McGuckin, Andrew Cardno, Sava Marinkovich, Brent BLIVEN, Joshua DOBROWITSKY, Kunal SHARMA, Brad Kell",2021-05-06,2022-09-08,2023-06-08,,https://patents.google.com/patent/US20230176550A1/en,https://patentimages.storage.googleapis.com/f2/38/9a/dfdeb405cd5273/US20230176550A1-20230608-D00000.png
CN-109564174-B,Integration of inspection scanners for efficient handling and scanning of cargo containers at a port ,决策科学国际公司,"B.加拉格尔, M.J.索桑, M.萨尔图斯, R.惠伦",2016-06-13,2017-06-13,2022-01-25,2022-01-25,https://patents.google.com/patent/CN109564174B/en,https://patentimages.storage.googleapis.com/e1/14/22/40abf12e7a6b0a/HDA0001968229460000011.png
CA-2958443-C,Method and systems for transporting bitumen in solidified form ,"Canadian National Railway Company, James Auld, John Bleile, Kasra Nikooyeh, Amanda Prefontaine, Derek Stanger, Jesse White","James Auld, John Bleile, Kasra Nikooyeh, Amanda Prefontaine, Derek Stanger, Jesse White",2016-03-07,2017-02-17,2018-05-15,2018-05-15,https://patents.google.com/patent/CA2958443C/en,
US-2022187841-A1,Method of lightweight simultaneous localization and mapping performed on a real-time computing and battery operated wheeled device ,AI Incorporated,"Ali Ebrahimi Afrouzi, Lukas Fath, Andrew Fitzgerald, Amin Ebrahimi Afrouzi, Brian Highfill, Masih Ebrahimi Afrouzi, Nema Link",2020-12-10,2021-10-05,2022-06-16,,https://patents.google.com/patent/US20220187841A1/en,https://patentimages.storage.googleapis.com/f1/8f/62/8993a21bc4ac6f/US20220187841A1-20220616-D00000.png
US-11613017-B2,Safety-rated multi-cell workspace mapping and monitoring ,"Veo Robotics, Inc.","Scott Denenberg, Patrick Sobalvarro, Clara Vu, Alberto Moel, Richard A. Kelsey",2017-02-07,2021-07-14,2023-03-28,2023-03-28,https://patents.google.com/patent/US11613017B2/en,https://patentimages.storage.googleapis.com/fb/36/ad/670bf6441bd550/US11613017-20230328-D00000.png
EP-3528459-B1,A cyber security appliance for an operational technology network ,Darktrace Limited,"Simon David Lincoln FELLOWS, Jack Benjamin STOCKDALE",2018-02-20,2019-02-19,2020-11-04,2020-11-04,https://patents.google.com/patent/EP3528459B1/en,https://patentimages.storage.googleapis.com/37/fc/8c/4b1c5882187b8d/imgf0001.png
US-2020225655-A1,"Methods, systems, kits and apparatuses for monitoring and managing industrial settings in an industrial internet of things data collection environment ","Strong Force Iot Portfolio 2016, Llc","Charles Cella, Teymour El-Tahry, Richard Spitz, Jeffrey P. McGuckin, Gerald William Duffy, JR.",2016-05-09,2020-01-13,2020-07-16,,https://patents.google.com/patent/US20200225655A1/en,https://patentimages.storage.googleapis.com/e3/b0/c9/0b3bf8301808ac/US20200225655A1-20200716-D00001.png
RU-2561994-C2,Storage and bundling system with shuttles ,Сси Шефер Нёлль Гмбх Лагер-Унд Зюстемтехник,"Андре МАТИС, Рудольф КЕЛЛЕР",2011-02-21,2012-02-14,2015-09-10,2015-09-10,https://patents.google.com/patent/RU2561994C2/en,https://patentimages.storage.googleapis.com/e3/ec/8d/9ac94a456b6cad/00000002.png
US-11087104-B2,Automatically updating database records regarding materials used in manufacturing based on scanning of encoded images ,"Micron Technology, Inc.",Giuseppe Principato,2019-05-09,2019-05-09,2021-08-10,2021-08-10,https://patents.google.com/patent/US11087104B2/en,https://patentimages.storage.googleapis.com/95/2b/ca/7bc06075ca08f5/US11087104-20210810-D00000.png
US-2020151533-A1,"Systems, Methods, And Devices For Commissioning Wireless Sensors ",Adasa Inc.,Clarke W. McAllister,2005-08-19,2020-01-03,2020-05-14,,https://patents.google.com/patent/US20200151533A1/en,https://patentimages.storage.googleapis.com/a8/5d/b6/7fefbdf40782a9/US20200151533A1-20200514-D00000.png
CN-206224582-U,A kind of Intelligent logistics management system based on RFID technique ,特斯联（北京）科技有限公司,李杨,2016-08-26,2016-08-26,2017-06-06,2017-06-06,https://patents.google.com/patent/CN206224582U/en,
CN-108750396-A,Heat insulation transportation system ,"丁玉龙, 中车石家庄车辆有限公司","丁玉龙, 童山虎, 聂彬剑, 田澎, 廖良金",2018-06-29,2018-06-29,2018-11-06,,https://patents.google.com/patent/CN108750396A/en,
US-2020311666-A1,Encoding sensor data and responses in a distributed ledger ,Ebay Inc.,"Douglas Bradley GRAY, Constanza Maria Heath, Gail Anna Rahn Frederick, Venkata Siva Vijayendra Bhamidipati, Michael Chan, Derek Chamorro",2019-03-28,2019-06-27,2020-10-01,,https://patents.google.com/patent/US20200311666A1/en,https://patentimages.storage.googleapis.com/be/1c/f2/a22533e668146f/US20200311666A1-20201001-D00000.png
US-8965957-B2,Service delivery framework ,Sap Se,Alistair Barros,2010-12-15,2010-12-15,2015-02-24,2015-02-24,https://patents.google.com/patent/US8965957B2/en,https://patentimages.storage.googleapis.com/20/02/35/0c469214d4f31e/US08965957-20150224-D00000.png
EP-3071486-B1,"Packaging aid, packing method, and packing workplace ",SSI Schäfer Automation GmbH,"Max Winkler, Elmar Issing",2014-02-03,2014-11-13,2017-07-12,2017-07-12,https://patents.google.com/patent/EP3071486B1/en,https://patentimages.storage.googleapis.com/0b/17/28/c1818cfcd16693/imgf0001.png
US-11727345-B1,"Integrated multi-location scheduling, routing, and task management ",Descartes Systems (Usa) Llc,"Patrick Miller Coughran, Douglas David Coughran, IV, Evan Fields, Rany Polany, Raimundo Onetto, Nathalie Saade, Nasser Mohamed, Aurelio de Padua Gandra",2015-08-16,2021-03-22,2023-08-15,2023-08-15,https://patents.google.com/patent/US11727345B1/en,https://patentimages.storage.googleapis.com/37/da/d0/72d77c3bba235b/US11727345-20230815-D00000.png
CN-106005858-A,Intelligent warehousing is with equipment of automatic replenishment ,柴永朋,柴永朋,2016-07-10,2016-07-10,2016-10-12,,https://patents.google.com/patent/CN106005858A/en,
CN-113396551-B,Method for transmitting side chain HARQ feedback in wireless communication system ,Lg电子株式会社,"黄大成, 李承旻, 徐翰瞥, 郭圭环",2019-01-21,2020-01-21,2023-07-14,2023-07-14,https://patents.google.com/patent/CN113396551B/en,https://patentimages.storage.googleapis.com/e3/8a/cf/13d3d02b324a88/HDA0003173037520000011.png
CN-113366786-B,Method for transmitting side chain HARQ feedback in wireless communication system ,Lg电子株式会社,"黄大成, 李承旻, 徐翰瞥, 郭圭环",2019-01-21,2020-01-21,2023-12-29,2023-12-29,https://patents.google.com/patent/CN113366786B/en,
US-11066243-B2,Method and system for conveying articles and an apparatus for doing the same ,"Multilift, Inc.","Job Bacon-Maldonado, III, Robert D. Drost, Chris K. Miller, Kenneth B. Drost, Job Maldonado, Jr., Kenton C. Ensor",2013-01-11,2019-11-05,2021-07-20,2021-07-20,https://patents.google.com/patent/US11066243B2/en,https://patentimages.storage.googleapis.com/33/de/12/d7fa10d0d2e120/US11066243-20210720-D00000.png
US-10104120-B2,Command and control cyber vaccine ,"Acalvio Technologies, Inc.",Rajendra A. Gopalakrishna,2017-01-12,2017-03-23,2018-10-16,2018-10-16,https://patents.google.com/patent/US10104120B2/en,https://patentimages.storage.googleapis.com/cd/2e/67/22a0ccf57db292/US10104120-20181016-D00000.png
EP-2463162-B1,System for supplying energy for electric vehicles ,Carbike GmbH,"Edgar Löhr, Valentin Löhr",2010-12-07,2011-12-03,2016-03-30,2016-03-30,https://patents.google.com/patent/EP2463162B1/en,https://patentimages.storage.googleapis.com/e9/a6/a1/46c43a4804eaef/imgf0001.png
ES-2912783-T3,Systems and procedures for monitoring merchandise carriers ,Bxb Digital Pty Ltd,"Michael Souder, Dan Bricarello, Juan Castillo, Prasad Srinivasamurthy",2017-10-20,2018-08-09,2022-05-27,2022-05-27,https://patents.google.com/patent/ES2912783T3/en,
CN-108910378-B,Battery stereoscopic storage warehouse system and battery storage and warehousing method ,湖北亿纬动力有限公司,"赵东妮, 李冲, 赵易, 袁永平, 梁荣斌, 吕正中, 刘金成",2018-07-19,2018-07-19,2020-08-11,2020-08-11,https://patents.google.com/patent/CN108910378B/en,https://patentimages.storage.googleapis.com/46/e4/51/24e8568d1719df/HDA0001736138600000011.png
US-10666523-B2,Communication protocols in integrated systems ,"Icontrol Networks, Inc.","Paul DAWES, Chris DeCenzo, Cy Myers, Aaron Wood",2007-06-12,2014-03-10,2020-05-26,2020-05-26,https://patents.google.com/patent/US10666523B2/en,https://patentimages.storage.googleapis.com/1f/d0/8d/fa16632fb3df62/US10666523-20200526-D00000.png
US-8825795-B2,Dynamically integrating disparate computer-aided dispatch systems ,"Jonathan K. Wesley, SR., Ryan Sealy, Mark Severson, Jonathan Featherstone, Nathan Daniels, Erik Cooley, Richard King","Jonathan K. Wesley, SR., Ryan Sealy, Mark Severson, Jonathan Featherstone, Nathan Daniels, Erik Cooley, Richard King",2004-03-02,2011-08-22,2014-09-02,2014-09-02,https://patents.google.com/patent/US8825795B2/en,https://patentimages.storage.googleapis.com/a4/5f/a2/ad8bd1b3188df4/US08825795-20140902-D00000.png
US-9953332-B2,Method and system for generating delivery estimates ,"Simpler Postage, Inc.",Sawyer Bateman,2013-09-18,2017-02-09,2018-04-24,2018-04-24,https://patents.google.com/patent/US9953332B2/en,https://patentimages.storage.googleapis.com/6b/40/10/b00e5f652a488b/US09953332-20180424-D00000.png
US-2022251928-A1,Wellsite system services ,Schlumberger Technology Corporation,Mark S. Passolt,2015-04-03,2022-04-28,2022-08-11,,https://patents.google.com/patent/US20220251928A1/en,https://patentimages.storage.googleapis.com/0c/b6/87/aac91bd8b0793e/US20220251928A1-20220811-D00000.png
US-10310896-B1,Techniques for job flow processing ,Sas Institute Inc.,"John Michael Kichak, Edward L. Rowe, James Edward Georges, Daniel Thomas Kelly, Glenn Daniel Sidle, Charles Michael Cavalier",2018-03-15,2018-12-13,2019-06-04,2019-06-04,https://patents.google.com/patent/US10310896B1/en,https://patentimages.storage.googleapis.com/c8/28/57/bc225cdca56815/US10310896-20190604-D00000.png
US-10990564-B2,Distributed columnar data set and metadata storage ,Sas Institute Inc.,Brian Payton Bowman,2015-07-27,2020-09-30,2021-04-27,2021-04-27,https://patents.google.com/patent/US10990564B2/en,https://patentimages.storage.googleapis.com/0e/38/0c/935ab50b67ea42/US10990564-20210427-D00000.png
